nrpess,segmento,cluster_engajamento,saldo_medio_conta,gasto_cartao_mes,freq_pix_mes,freq_boletos_mes,prob_organica_base
nrpess_000376,Select,Baixo Engajamento,20447.0,752.04,2,5,0.269
nrpess_000377,Varejo,Baixo Engajamento,1074.4,410.21,3,1,0.125
nrpess_000378,Select,Moderado,13523.14,1142.19,5,2,0.234
nrpess_000379,Varejo,Muito Engajado,0.0,4094.93,17,7,0.807
nrpess_000380,Varejo,Muito Engajado,2423.52,3394.64,12,4,0.545
nrpess_000381,Especial,Baixo Engajamento,5781.37,303.39,3,1,0.123
nrpess_000382,Especial,Moderado,10278.87,1734.41,7,1,0.258
nrpess_000383,Select,Moderado,34122.5,2602.75,9,1,0.33
nrpess_000384,Especial,Moderado,8388.72,2624.97,7,2,0.321
nrpess_000385,Select,Moderado,23357.86,2576.02,6,5,0.414
nrpess_000386,Varejo,Moderado,2514.12,2001.47,10,1,0.34
nrpess_000387,Varejo,Moderado,621.62,1327.12,11,3,0.428
nrpess_000388,Especial,Moderado,9697.75,1058.44,4,2,0.206
nrpess_000389,Select,Baixo Engajamento,11974.1,340.59,1,1,0.074
nrpess_000390,Private,Muito Engajado,85445.93,3669.96,21,3,0.737
nrpess_000391,Varejo,Moderado,2429.23,1931.01,3,3,0.243
nrpess_000392,Varejo,Moderado,1466.72,1135.57,8,3,0.348
nrpess_000393,Especial,Baixo Engajamento,10404.33,603.88,3,0,0.09
nrpess_000394,Varejo,Moderado,1009.81,1841.66,10,1,0.336
nrpess_000395,Select,Moderado,8851.76,1493.43,5,2,0.242
nrpess_000396,Select,Moderado,14367.57,1412.06,9,0,0.26
nrpess_000397,Varejo,Moderado,1051.42,1316.73,14,2,0.463
nrpess_000398,Especial,Baixo Engajamento,6722.35,840.56,1,2,0.126
nrpess_000399,Especial,Baixo Engajamento,7730.93,596.93,0,0,0.05
nrpess_000400,Varejo,Moderado,1604.32,1386.68,11,4,0.47
nrpess_000401,Select,Moderado,41201.23,1805.13,7,2,0.3
nrpess_000402,Especial,Muito Engajado,10091.57,4164.16,22,3,0.774
nrpess_000403,Select,Moderado,19853.71,1976.48,11,2,0.404
nrpess_000404,Varejo,Moderado,526.35,1321.29,5,3,0.278
nrpess_000405,Select,Moderado,34580.49,1646.44,7,4,0.376
nrpess_000406,Varejo,Muito Engajado,2323.79,3314.29,25,9,0.95
nrpess_000407,Varejo,Baixo Engajamento,2877.12,882.09,2,0,0.072
nrpess_000408,Select,Moderado,23289.5,1132.5,7,3,0.323
nrpess_000409,Varejo,Moderado,1786.68,1629.39,11,2,0.396
nrpess_000410,Varejo,Muito Engajado,1754.26,4237.74,15,8,0.801
nrpess_000411,Select,Moderado,32004.72,1503.07,9,5,0.463
nrpess_000412,Select,Baixo Engajamento,19051.55,487.9,2,0,0.062
nrpess_000413,Especial,Moderado,10763.19,1807.3,6,2,0.275
nrpess_000414,Especial,Moderado,5376.3,1570.05,10,7,0.569
nrpess_000415,Varejo,Muito Engajado,1777.4,1531.29,15,6,0.653
nrpess_000416,Varejo,Moderado,2062.92,1648.66,9,1,0.306
nrpess_000417,Varejo,Baixo Engajamento,380.85,162.8,1,3,0.149
nrpess_000418,Especial,Moderado,5271.88,1557.61,11,3,0.434
nrpess_000419,Especial,Baixo Engajamento,8626.42,488.06,4,2,0.192
nrpess_000420,Especial,Baixo Engajamento,6170.09,266.53,2,1,0.097
nrpess_000421,Especial,Baixo Engajamento,6142.65,719.32,0,3,0.138
nrpess_000422,Varejo,Baixo Engajamento,912.93,768.79,1,0,0.05
nrpess_000423,Varejo,Muito Engajado,3040.15,2926.21,13,10,0.798
nrpess_000424,Varejo,Baixo Engajamento,462.1,765.8,1,0,0.05
nrpess_000425,Especial,Muito Engajado,7276.44,3960.99,16,5,0.699
nrpess_000426,Varejo,Muito Engajado,1805.76,3955.72,16,4,0.659
nrpess_000427,Select,Muito Engajado,17131.98,3785.23,16,7,0.775
nrpess_000428,Varejo,Moderado,2140.82,2139.63,12,3,0.473
nrpess_000429,Varejo,Moderado,2670.21,2638.0,7,5,0.441
nrpess_000430,Varejo,Moderado,2262.15,2028.68,13,1,0.416
nrpess_000431,Especial,Muito Engajado,11268.03,3195.3,23,6,0.895
nrpess_000432,Especial,Moderado,9724.75,1509.95,12,5,0.538
nrpess_000433,Varejo,Moderado,2676.92,2106.51,7,4,0.388
nrpess_000434,Varejo,Baixo Engajamento,0.0,496.33,4,1,0.152
nrpess_000435,Especial,Moderado,11186.46,2326.86,5,3,0.303
nrpess_000436,Varejo,Muito Engajado,2395.57,3721.98,17,6,0.758
nrpess_000437,Select,Moderado,16240.76,1898.95,9,4,0.432
nrpess_000438,Especial,Moderado,8515.1,1769.5,11,2,0.399
nrpess_000439,Varejo,Moderado,943.09,1517.7,10,0,0.288
nrpess_000440,Varejo,Moderado,1610.78,2240.62,7,4,0.391
nrpess_000441,Private,Moderado,90041.37,852.37,4,2,0.201
nrpess_000442,Varejo,Moderado,1549.91,963.81,12,2,0.404
nrpess_000443,Varejo,Moderado,248.21,1526.52,8,5,0.438
nrpess_000444,Select,Baixo Engajamento,31905.08,1017.76,1,0,0.05
nrpess_000445,Select,Muito Engajado,23800.43,3076.41,24,2,0.757
nrpess_000446,Private,Baixo Engajamento,77068.3,668.74,4,1,0.157
nrpess_000447,Especial,Moderado,8911.88,2238.53,6,4,0.366
nrpess_000448,Varejo,Muito Engajado,1639.4,4185.31,14,7,0.735
nrpess_000449,Varejo,Baixo Engajamento,1936.63,382.76,2,1,0.1
nrpess_000450,Especial,Baixo Engajamento,6668.92,1119.48,1,2,0.133
nrpess_000451,Especial,Moderado,10007.55,2413.36,5,4,0.345
nrpess_000452,Varejo,Moderado,3015.24,2299.62,9,3,0.402
nrpess_000453,Select,Moderado,20943.9,764.54,10,4,0.429
nrpess_000454,Varejo,Moderado,2364.93,1593.88,10,5,0.49
nrpess_000455,Varejo,Muito Engajado,980.86,3995.32,13,7,0.705
nrpess_000456,Varejo,Baixo Engajamento,2433.83,529.74,4,0,0.113
nrpess_000457,Varejo,Baixo Engajamento,1903.28,921.99,4,2,0.203
nrpess_000458,Varejo,Muito Engajado,234.31,4865.22,19,5,0.797
nrpess_000459,Varejo,Baixo Engajamento,1967.98,586.48,4,0,0.115
nrpess_000460,Varejo,Moderado,1352.33,1378.3,4,3,0.254
nrpess_000461,Especial,Muito Engajado,8313.91,3715.6,21,8,0.938
nrpess_000462,Especial,Moderado,6953.69,1872.37,7,3,0.342
nrpess_000463,Especial,Moderado,7706.31,1718.62,8,2,0.323
nrpess_000464,Private,Baixo Engajamento,71026.61,723.82,3,2,0.173
nrpess_000465,Varejo,Baixo Engajamento,2808.83,829.63,2,0,0.071
nrpess_000466,Varejo,Muito Engajado,2579.97,3528.34,13,5,0.613
nrpess_000467,Select,Moderado,33926.15,2627.89,10,4,0.476
nrpess_000468,Varejo,Baixo Engajamento,2080.23,680.91,2,1,0.107
nrpess_000469,Private,Baixo Engajamento,67954.8,753.35,2,0,0.069
nrpess_000470,Varejo,Muito Engajado,1168.38,4473.75,14,6,0.702
nrpess_000471,Private,Moderado,100587.8,1649.56,13,3,0.486
nrpess_000472,Varejo,Baixo Engajamento,2422.21,868.38,5,0,0.147
nrpess_000473,Select,Moderado,20361.65,1411.57,10,2,0.365
nrpess_000474,Especial,Moderado,1232.13,1624.38,7,4,0.376
nrpess_000475,Private,Baixo Engajamento,79574.58,762.51,5,5,0.344
nrpess_000476,Varejo,Muito Engajado,2278.78,3525.31,11,8,0.683
nrpess_000477,Especial,Baixo Engajamento,10721.1,593.6,2,2,0.145
nrpess_000478,Private,Moderado,101541.14,1758.28,12,3,0.464
nrpess_000479,Especial,Muito Engajado,6605.44,3952.49,16,5,0.699
nrpess_000480,Especial,Muito Engajado,9869.19,3332.48,21,9,0.95
nrpess_000481,Especial,Muito Engajado,9448.11,3420.87,23,9,0.95
nrpess_000482,Varejo,Muito Engajado,3028.14,2929.39,22,6,0.863
nrpess_000483,Especial,Moderado,4575.57,2433.19,4,5,0.361
nrpess_000484,Especial,Muito Engajado,10360.0,4228.56,20,3,0.726
nrpess_000485,Select,Baixo Engajamento,19138.15,773.9,1,3,0.164
nrpess_000486,Varejo,Moderado,0.0,2062.42,12,5,0.552
nrpess_000487,Varejo,Moderado,2009.51,1223.61,6,4,0.341
nrpess_000488,Select,Moderado,18556.32,2428.93,14,3,0.531
nrpess_000489,Select,Moderado,15798.62,2379.63,11,4,0.494
nrpess_000490,Varejo,Moderado,1909.65,1154.12,6,0,0.179
nrpess_000491,Especial,Muito Engajado,9110.97,3274.15,16,8,0.802
nrpess_000492,Varejo,Baixo Engajamento,1258.4,570.8,3,0,0.089
nrpess_000493,Varejo,Moderado,3243.37,2039.43,9,3,0.396
nrpess_000494,Varejo,Muito Engajado,1360.89,2902.17,22,4,0.783
nrpess_000495,Varejo,Moderado,1185.92,2305.15,7,1,0.273
nrpess_000496,Especial,Moderado,6302.43,2132.75,5,6,0.418
nrpess_000497,Varejo,Moderado,2227.57,1684.63,5,5,0.367
nrpess_000498,Private,Baixo Engajamento,92261.09,587.97,2,2,0.145
nrpess_000499,Private,Moderado,91583.69,2130.41,10,3,0.423
nrpess_000500,Especial,Moderado,10364.09,1344.65,9,2,0.339
nrpess_000501,Especial,Moderado,7483.28,1900.92,13,7,0.653
nrpess_000502,Varejo,Baixo Engajamento,1325.03,554.66,2,3,0.184
nrpess_000503,Select,Moderado,28075.64,2559.93,14,3,0.534
nrpess_000504,Especial,Moderado,12917.8,1537.34,12,4,0.498
nrpess_000505,Varejo,Moderado,744.77,1006.63,10,4,0.435
nrpess_000506,Select,Moderado,30239.69,1446.38,5,2,0.241
nrpess_000507,Select,Muito Engajado,17591.61,4039.11,11,6,0.616
nrpess_000508,Select,Muito Engajado,15342.17,3114.18,28,12,0.95
nrpess_000509,Especial,Baixo Engajamento,8074.23,306.82,4,1,0.148
nrpess_000510,Especial,Moderado,10551.92,1428.54,9,3,0.381
nrpess_000511,Varejo,Moderado,2079.48,1521.33,11,0,0.313
nrpess_000512,Select,Moderado,17709.79,1713.56,16,4,0.603
nrpess_000513,Select,Moderado,29684.57,2272.29,10,6,0.547
nrpess_000514,Varejo,Muito Engajado,2603.41,2688.28,27,2,0.822
nrpess_000515,Varejo,Muito Engajado,1766.08,3480.71,29,5,0.95
nrpess_000516,Varejo,Baixo Engajamento,1393.73,730.99,3,0,0.093
nrpess_000517,Select,Moderado,44326.34,1304.29,16,3,0.553
nrpess_000518,Private,Moderado,68028.24,1978.03,4,3,0.269
nrpess_000519,Varejo,Baixo Engajamento,3683.1,50.0,8,2,0.281
nrpess_000520,Especial,Moderado,7576.05,1234.4,10,1,0.321
nrpess_000521,Varejo,Muito Engajado,2626.67,3637.59,19,4,0.726
nrpess_000522,Private,Muito Engajado,76833.82,3994.72,15,6,0.715
nrpess_000523,Select,Moderado,20135.03,1479.75,9,5,0.462
nrpess_000524,Select,Baixo Engajamento,45063.13,865.67,2,1,0.112
nrpess_000525,Varejo,Muito Engajado,1465.25,2748.13,16,7,0.749
nrpess_000526,Varejo,Muito Engajado,0.0,2549.25,14,6,0.654
nrpess_000527,Varejo,Baixo Engajamento,2239.38,570.71,0,2,0.094
nrpess_000528,Varejo,Muito Engajado,1711.18,4570.8,22,7,0.944
nrpess_000529,Select,Moderado,31345.81,2039.95,9,1,0.316
nrpess_000530,Select,Muito Engajado,19657.69,2415.67,15,5,0.635
nrpess_000531,Private,Moderado,87987.88,1184.78,8,2,0.31
nrpess_000532,Private,Moderado,76234.12,2367.86,9,7,0.564
nrpess_000533,Especial,Muito Engajado,7904.69,3656.88,10,9,0.701
nrpess_000534,Especial,Moderado,6660.14,2113.34,8,8,0.573
nrpess_000535,Select,Moderado,27300.97,1838.69,11,5,0.521
nrpess_000536,Select,Moderado,21410.42,2805.85,11,4,0.505
nrpess_000537,Varejo,Moderado,2594.1,2069.53,8,4,0.412
nrpess_000538,Varejo,Moderado,1539.13,1898.61,7,2,0.302
nrpess_000539,Varejo,Moderado,1274.21,2649.95,12,4,0.526
nrpess_000540,Select,Moderado,24157.21,2601.33,9,6,0.53
nrpess_000541,Especial,Moderado,5998.81,1080.41,5,5,0.352
nrpess_000542,Varejo,Moderado,1122.14,1547.91,10,2,0.369
nrpess_000543,Especial,Moderado,5809.5,2092.83,6,1,0.242
nrpess_000544,Especial,Muito Engajado,7989.3,3570.54,14,6,0.679
nrpess_000545,Varejo,Muito Engajado,3091.47,2983.59,22,2,0.705
nrpess_000546,Varejo,Moderado,907.08,2253.93,11,2,0.411
nrpess_000547,Especial,Baixo Engajamento,9089.28,1000.21,3,0,0.1
nrpess_000548,Especial,Baixo Engajamento,11696.17,617.37,3,4,0.25
nrpess_000549,Especial,Moderado,5940.12,1516.51,3,2,0.193
nrpess_000550,Especial,Moderado,8848.67,633.55,9,4,0.401
nrpess_000551,Select,Muito Engajado,23489.59,4245.83,20,8,0.926
nrpess_000552,Especial,Baixo Engajamento,5087.21,460.84,1,2,0.117
nrpess_000553,Especial,Baixo Engajamento,8145.05,531.89,1,3,0.158
nrpess_000554,Select,Muito Engajado,26606.89,3865.44,16,8,0.817
nrpess_000555,Varejo,Baixo Engajamento,2241.33,793.98,2,0,0.07
nrpess_000556,Varejo,Moderado,1454.1,1776.31,10,4,0.454
nrpess_000557,Varejo,Moderado,1185.96,1551.81,6,1,0.229
nrpess_000558,Especial,Moderado,9708.65,1797.65,12,4,0.505
nrpess_000559,Especial,Moderado,3670.41,2265.33,9,3,0.402
nrpess_000560,Especial,Baixo Engajamento,9509.01,692.23,2,0,0.067
nrpess_000561,Varejo,Muito Engajado,883.91,3575.29,18,4,0.699
nrpess_000562,Varejo,Moderado,675.67,2157.18,6,0,0.204
nrpess_000563,Varejo,Moderado,2317.96,1721.08,5,1,0.208
nrpess_000564,Varejo,Moderado,630.64,904.57,8,1,0.263
nrpess_000565,Especial,Moderado,12155.36,1926.35,9,3,0.393
nrpess_000566,Varejo,Moderado,434.75,1462.95,9,4,0.422
nrpess_000567,Varejo,Moderado,1181.59,2231.2,12,8,0.676
nrpess_000568,Select,Moderado,25663.78,2482.83,10,2,0.392
nrpess_000569,Varejo,Moderado,733.14,1671.23,7,3,0.337
nrpess_000570,Especial,Moderado,9001.66,1881.96,11,3,0.442
nrpess_000571,Especial,Moderado,9542.8,2133.93,7,4,0.388
nrpess_000572,Varejo,Muito Engajado,2103.03,5174.6,14,13,0.95
nrpess_000573,Especial,Moderado,11396.81,1804.61,5,3,0.29
nrpess_000574,Select,Muito Engajado,18826.93,3896.06,24,6,0.937
nrpess_000575,Select,Muito Engajado,19090.3,3533.79,15,3,0.583
nrpess_000576,Varejo,Moderado,1036.54,2643.05,9,2,0.371
nrpess_000577,Select,Muito Engajado,32064.87,3966.41,22,5,0.849
nrpess_000578,Varejo,Moderado,391.91,1424.1,5,0,0.161
nrpess_000579,Varejo,Baixo Engajamento,1845.66,444.04,4,1,0.151
nrpess_000580,Varejo,Muito Engajado,1111.13,4488.16,22,7,0.942
nrpess_000581,Private,Baixo Engajamento,85447.02,579.78,1,0,0.05
nrpess_000582,Varejo,Muito Engajado,2042.07,3461.16,16,7,0.767
nrpess_000583,Varejo,Moderado,1848.48,1539.14,8,5,0.438
nrpess_000584,Especial,Moderado,8809.88,1909.6,6,3,0.318
nrpess_000585,Varejo,Baixo Engajamento,2444.31,799.49,4,2,0.2
nrpess_000586,Varejo,Muito Engajado,406.87,3262.23,17,5,0.707
nrpess_000587,Varejo,Moderado,459.7,2250.45,12,5,0.556
nrpess_000588,Varejo,Muito Engajado,2835.25,4385.66,14,9,0.82
nrpess_000589,Varejo,Moderado,1535.68,1552.97,6,4,0.349
nrpess_000590,Varejo,Baixo Engajamento,1637.52,215.87,1,1,0.07
nrpess_000591,Especial,Baixo Engajamento,8200.83,50.0,3,0,0.076
nrpess_000592,Varejo,Moderado,2235.64,1608.38,5,3,0.285
nrpess_000593,Varejo,Moderado,2880.26,2054.82,12,5,0.551
nrpess_000594,Select,Baixo Engajamento,28644.25,534.87,3,0,0.088
nrpess_000595,Varejo,Moderado,2143.82,1816.05,10,2,0.375
nrpess_000596,Especial,Muito Engajado,12933.97,2598.9,15,10,0.84
nrpess_000597,Varejo,Baixo Engajamento,2542.0,288.48,1,2,0.112
nrpess_000598,Varejo,Moderado,2952.25,2354.17,4,3,0.279
nrpess_000599,Varejo,Muito Engajado,4040.77,4294.05,18,4,0.717
nrpess_000600,Varejo,Muito Engajado,1979.6,1945.48,11,4,0.484
nrpess_000601,Varejo,Moderado,2824.62,2105.28,4,2,0.233
nrpess_000602,Varejo,Moderado,2839.16,1932.12,7,2,0.303
nrpess_000603,Varejo,Moderado,2533.02,1104.31,9,1,0.293
nrpess_000604,Varejo,Moderado,3149.93,2345.24,7,3,0.354
nrpess_000605,Varejo,Baixo Engajamento,2568.31,622.86,5,1,0.181
nrpess_000606,Varejo,Baixo Engajamento,3375.17,67.64,1,1,0.067
nrpess_000607,Varejo,Moderado,2875.51,1221.51,4,3,0.251
nrpess_000608,Especial,Baixo Engajamento,8452.57,470.68,1,2,0.117
nrpess_000609,Especial,Baixo Engajamento,11222.14,315.47,1,0,0.05
nrpess_000610,Varejo,Moderado,371.08,1953.43,5,3,0.294
nrpess_000611,Especial,Moderado,5600.28,1246.5,6,0,0.181
nrpess_000612,Especial,Moderado,11360.32,1169.66,10,1,0.319
nrpess_000613,Varejo,Muito Engajado,1497.09,2780.97,16,3,0.59
nrpess_000614,Select,Moderado,15415.98,2204.02,8,2,0.335
nrpess_000615,Select,Moderado,32595.24,2115.59,6,0,0.203
nrpess_000616,Varejo,Muito Engajado,3589.9,3119.53,18,8,0.848
nrpess_000617,Varejo,Muito Engajado,2111.46,3136.28,16,4,0.638
nrpess_000618,Select,Moderado,11958.58,1710.58,6,4,0.353
nrpess_000619,Especial,Moderado,7289.72,1863.54,10,2,0.377
nrpess_000620,Varejo,Baixo Engajamento,1051.64,50.0,1,0,0.05
nrpess_000621,Varejo,Moderado,2034.69,2072.93,9,3,0.397
nrpess_000622,Varejo,Moderado,2105.91,2586.85,12,3,0.485
nrpess_000623,Varejo,Moderado,960.85,1905.19,12,8,0.668
nrpess_000624,Especial,Muito Engajado,7580.61,4238.82,15,4,0.641
nrpess_000625,Varejo,Muito Engajado,2879.94,4639.81,24,8,0.95
nrpess_000626,Varejo,Baixo Engajamento,1523.58,50.0,0,0,0.05
nrpess_000627,Especial,Moderado,8722.94,1470.16,7,0,0.212
nrpess_000628,Varejo,Baixo Engajamento,1973.51,893.86,1,1,0.087
nrpess_000629,Varejo,Moderado,1784.72,1982.32,7,3,0.345
nrpess_000630,Especial,Muito Engajado,7969.69,4205.81,23,7,0.95
nrpess_000631,Select,Moderado,9607.95,1906.91,4,1,0.188
nrpess_000632,Especial,Moderado,8492.25,2027.8,4,3,0.271
nrpess_000633,Especial,Moderado,10636.81,1472.37,5,1,0.202
nrpess_000634,Varejo,Moderado,292.58,1083.91,8,4,0.387
nrpess_000635,Varejo,Baixo Engajamento,2001.38,610.23,1,1,0.08
nrpess_000636,Especial,Baixo Engajamento,8590.84,340.42,2,0,0.059
nrpess_000637,Varejo,Baixo Engajamento,436.59,291.95,2,0,0.057
nrpess_000638,Varejo,Muito Engajado,1446.51,2533.14,14,2,0.493
nrpess_000639,Varejo,Muito Engajado,811.59,3925.13,25,9,0.95
nrpess_000640,Varejo,Muito Engajado,2525.44,4957.58,25,4,0.909
nrpess_000641,Varejo,Moderado,1885.58,1741.62,7,2,0.299
nrpess_000642,Varejo,Moderado,1284.42,2334.41,8,1,0.298
nrpess_000643,Varejo,Moderado,1142.33,1779.49,6,4,0.354
nrpess_000644,Varejo,Moderado,2109.68,1908.52,8,5,0.448
nrpess_000645,Select,Baixo Engajamento,23722.53,681.33,6,5,0.367
nrpess_000646,Especial,Baixo Engajamento,3630.83,809.16,3,1,0.135
nrpess_000647,Especial,Muito Engajado,4592.91,2380.55,15,6,0.675
nrpess_000648,Especial,Baixo Engajamento,8505.7,449.98,1,1,0.076
nrpess_000649,Varejo,Moderado,1786.03,2711.44,7,2,0.323
nrpess_000650,Varejo,Moderado,2540.13,522.73,6,3,0.283
nrpess_000651,Especial,Baixo Engajamento,1180.15,588.05,2,2,0.145
nrpess_000652,Especial,Muito Engajado,10335.66,3174.29,18,7,0.809
nrpess_000653,Especial,Baixo Engajamento,7083.97,143.21,1,2,0.109
nrpess_000654,Varejo,Moderado,889.09,1094.74,8,4,0.387
nrpess_000655,Varejo,Baixo Engajamento,2573.96,620.9,2,1,0.106
nrpess_000656,Varejo,Baixo Engajamento,1910.44,712.96,2,1,0.108
nrpess_000657,Varejo,Moderado,3451.05,1405.36,10,2,0.365
nrpess_000658,Especial,Muito Engajado,9845.82,4817.19,17,13,0.95
nrpess_000659,Especial,Muito Engajado,8648.62,3704.49,21,6,0.858
nrpess_000660,Varejo,Moderado,1059.04,2210.24,9,2,0.36
nrpess_000661,Private,Muito Engajado,47051.12,4523.0,15,6,0.728
nrpess_000662,Especial,Baixo Engajamento,8658.97,1045.46,2,0,0.076
nrpess_000663,Varejo,Moderado,1996.71,975.32,6,2,0.254
nrpess_000664,Varejo,Baixo Engajamento,2127.12,1271.16,0,4,0.192
nrpess_000665,Varejo,Moderado,1612.99,2768.32,9,3,0.414
nrpess_000666,Varejo,Muito Engajado,2070.66,2970.77,29,5,0.95
nrpess_000667,Varejo,Moderado,1593.2,1815.34,11,3,0.44
nrpess_000668,Varejo,Moderado,3072.6,2046.67,13,2,0.456
nrpess_000669,Varejo,Moderado,1257.58,1923.71,6,3,0.318
nrpess_000670,Varejo,Moderado,1796.35,2254.73,7,3,0.351
nrpess_000671,Select,Muito Engajado,29320.96,3756.76,16,7,0.774
nrpess_000672,Varejo,Moderado,2652.13,1515.21,6,1,0.228
nrpess_000673,Especial,Moderado,8941.28,1533.8,8,1,0.278
nrpess_000674,Varejo,Baixo Engajamento,3344.66,531.68,4,1,0.153
nrpess_000675,Private,Baixo Engajamento,93977.06,617.71,2,2,0.145
nrpess_000676,Varejo,Muito Engajado,2303.72,3084.33,18,9,0.887
nrpess_000677,Varejo,Muito Engajado,1864.96,3112.64,18,11,0.95
nrpess_000678,Private,Moderado,52031.99,1373.29,8,2,0.314
nrpess_000679,Select,Baixo Engajamento,33850.97,563.95,3,1,0.129
nrpess_000680,Select,Moderado,31238.07,1212.38,13,1,0.395
nrpess_000681,Varejo,Moderado,1291.81,1746.48,9,1,0.309
nrpess_000682,Varejo,Muito Engajado,770.91,2867.53,15,9,0.807
nrpess_000683,Especial,Moderado,7159.92,2010.17,13,5,0.575
nrpess_000684,Select,Moderado,40609.42,2081.69,6,3,0.322
nrpess_000685,Especial,Moderado,9989.54,1257.9,7,2,0.286
nrpess_000686,Especial,Moderado,11226.1,1213.6,5,0,0.155
nrpess_000687,Varejo,Moderado,1027.63,1889.19,12,2,0.427
nrpess_000688,Especial,Muito Engajado,5832.77,4805.23,15,4,0.655
nrpess_000689,Varejo,Moderado,556.2,2222.42,11,1,0.371
nrpess_000690,Varejo,Baixo Engajamento,1574.77,698.97,3,1,0.132
nrpess_000691,Varejo,Moderado,0.0,2945.61,13,1,0.439
nrpess_000692,Especial,Baixo Engajamento,3797.35,619.35,0,0,0.05
nrpess_000693,Varejo,Moderado,3862.56,1814.51,9,4,0.43
nrpess_000694,Varejo,Moderado,1594.93,1851.36,7,2,0.301
nrpess_000695,Especial,Muito Engajado,10142.71,3021.87,25,5,0.901
nrpess_000696,Varejo,Moderado,1639.38,2062.83,9,5,0.477
nrpess_000697,Especial,Moderado,7676.6,1698.86,7,1,0.257
nrpess_000698,Varejo,Moderado,427.57,1052.31,15,3,0.521
nrpess_000699,Varejo,Baixo Engajamento,727.1,525.9,2,1,0.103
nrpess_000700,Especial,Moderado,8594.16,1882.3,5,3,0.292
nrpess_000701,Varejo,Muito Engajado,960.51,3784.78,24,4,0.855
nrpess_000702,Varejo,Baixo Engajamento,2819.2,840.22,2,1,0.111
nrpess_000703,Varejo,Moderado,2201.78,1372.26,10,3,0.404
nrpess_000704,Varejo,Moderado,1611.81,2636.1,6,2,0.296
nrpess_000705,Private,Moderado,79281.82,1585.94,7,4,0.375
nrpess_000706,Varejo,Moderado,1765.86,1544.75,12,5,0.539
nrpess_000707,Select,Muito Engajado,33170.23,3452.83,15,4,0.621
nrpess_000708,Varejo,Moderado,245.19,824.36,14,4,0.531
nrpess_000709,Especial,Moderado,10273.55,1588.74,10,3,0.41
nrpess_000710,Especial,Moderado,9014.83,2455.5,9,7,0.566
nrpess_000711,Especial,Muito Engajado,5448.21,2035.11,18,4,0.661
nrpess_000712,Varejo,Muito Engajado,2789.46,2665.37,19,5,0.742
nrpess_000713,Varejo,Muito Engajado,2789.64,5119.1,13,5,0.653
nrpess_000714,Varejo,Moderado,1496.06,2430.72,7,6,0.476
nrpess_000715,Select,Baixo Engajamento,36920.73,541.66,5,1,0.179
nrpess_000716,Select,Muito Engajado,23439.99,3158.89,17,5,0.704
nrpess_000717,Private,Moderado,104687.43,1833.26,7,1,0.261
nrpess_000718,Varejo,Moderado,3662.89,1408.07,10,2,0.365
nrpess_000719,Especial,Baixo Engajamento,8540.28,556.79,1,1,0.079
nrpess_000720,Select,Muito Engajado,23067.29,3487.46,16,7,0.767
nrpess_000721,Varejo,Muito Engajado,3154.99,3988.23,14,8,0.77
nrpess_000722,Varejo,Muito Engajado,1456.97,4912.57,16,5,0.723
nrpess_000723,Especial,Baixo Engajamento,13270.54,799.27,1,1,0.085
nrpess_000724,Especial,Moderado,11116.01,1544.49,8,5,0.439
nrpess_000725,Select,Muito Engajado,25926.58,4303.51,19,2,0.663
nrpess_000726,Varejo,Moderado,939.19,1692.88,6,4,0.352
nrpess_000727,Especial,Muito Engajado,8737.36,3642.44,21,8,0.936
nrpess_000728,Varejo,Muito Engajado,1527.74,4997.86,15,7,0.78
nrpess_000729,Varejo,Baixo Engajamento,2696.15,657.04,4,0,0.116
nrpess_000730,Varejo,Moderado,1441.64,1384.26,5,3,0.28
nrpess_000731,Select,Moderado,14500.59,1178.11,8,1,0.269
nrpess_000732,Especial,Moderado,5914.35,2057.61,8,5,0.451
nrpess_000733,Especial,Moderado,5208.3,1696.31,7,4,0.377
nrpess_000734,Varejo,Moderado,2000.51,1527.39,8,1,0.278
nrpess_000735,Select,Moderado,35072.32,2319.15,5,6,0.423
nrpess_000736,Varejo,Moderado,1392.88,1669.71,7,3,0.337
nrpess_000737,Select,Muito Engajado,18957.7,2934.54,13,3,0.518
nrpess_000738,Varejo,Moderado,268.54,1823.84,11,5,0.521
nrpess_000739,Varejo,Baixo Engajamento,2725.68,449.68,1,2,0.116
nrpess_000740,Varejo,Muito Engajado,1365.31,3442.61,21,10,0.95
nrpess_000741,Varejo,Baixo Engajamento,1894.62,719.59,1,2,0.123
nrpess_000742,Especial,Muito Engajado,5924.31,2274.48,19,7,0.812
nrpess_000743,Especial,Moderado,7954.24,1289.77,7,2,0.287
nrpess_000744,Varejo,Moderado,3139.72,1569.04,4,2,0.219
nrpess_000745,Select,Moderado,18807.74,1918.01,7,3,0.343
nrpess_000746,Varejo,Muito Engajado,1543.81,2045.81,20,10,0.95
